ds	yhat	yhat_lower	yhat_upper
2008-02-19 00:00:00	0.9556017987526332	0.9388086665578912	0.9738141482303286
2008-02-20 00:00:00	0.9412296980709074	0.9242832776397971	0.9591561496613361
2008-02-21 00:00:00	0.9259003928326258	0.9085721599058053	0.9440132888085933
2008-02-22 00:00:00	0.8601025727810893	0.843351469176378	0.8780084132747146
2008-02-23 00:00:00	0.7952539922826181	0.777738199944981	0.812176259080543
2008-02-24 00:00:00	0.729489833180785	0.7112251398023638	0.7464128822645842
2008-02-25 00:00:00	0.6629793647300295	0.6445128312509244	0.6793349355793856
2008-02-26 00:00:00	0.5984001933378258	0.5808622084228803	0.6168001683906137
2008-02-27 00:00:00	0.5027757454496509	0.4849349684493072	0.5197156484349229
2008-02-28 00:00:00	0.406194093004916	0.3882044684032195	0.42441896947175956
2008-02-29 00:00:00	0.31025735993350034	0.2926949033285894	0.32774871469563377
2008-03-01 00:00:00	0.21526986641514573	0.19763099087617308	0.23327315217170963
2008-03-02 00:00:00	0.1193667942934338	0.10013272536415796	0.13781144280571062
2008-03-03 00:00:00	0.022717412822795782	0.005395043360356882	0.040172020610418586
2008-03-04 00:00:00	-0.07233694046469853	-0.09056513117399345	-0.05447310951508336
2008-03-05 00:00:00	-0.16829765722828446	-0.18511514422673625	-0.14960031329143403
2008-03-06 00:00:00	-0.2652155785484272	-0.28239532876576773	-0.24642294976680498
2008-03-07 00:00:00	-0.3614885804952535	-0.37903934629240177	-0.34339137598267305
2008-03-08 00:00:00	-0.45681234288901607	-0.47472838955636143	-0.43924576025302614
2008-03-09 00:00:00	-0.5530516838861391	-0.5703384063893563	-0.5357226117126691
2008-03-10 00:00:00	-0.6240585078494532	-0.6423937048711513	-0.6065771841348605
2008-03-11 00:00:00	-0.6931340347542153	-0.7107752502155564	-0.6760323347572934
2008-03-12 00:00:00	-0.7631159251350699	-0.7807823872742807	-0.7458412061242884
2008-03-13 00:00:00	-0.8340550200724828	-0.851808328740563	-0.816389358127247
2008-03-14 00:00:00	-0.9043491956365809	-0.9217659636224805	-0.8872207869099603
2008-03-15 00:00:00	-0.9228324101501508	-0.9394979406147312	-0.9047974001634954
2008-03-16 00:00:00	-0.9422312032670839	-0.9607640176709591	-0.9256418659818629
2008-03-17 00:00:00	-0.9623763057329382	-0.9811962409335531	-0.9441957810460743
2008-03-18 00:00:00	-0.9805901111402429	-0.9983234559272874	-0.9625009095651833
2008-03-19 00:00:00	-0.9997102800236367	-1.0165486177464278	-0.9828994516608166
2008-03-20 00:00:00	-1.0197876534635912	-1.036454730138649	-1.0030097476264563
2008-03-21 00:00:00	-0.9845147114260926	-1.0020948141300718	-0.9672671926793606
2008-03-22 00:00:00	-0.9482925298355274	-0.9664848782672659	-0.9306042543081886
2008-03-23 00:00:00	-0.9129859268483245	-0.9307360508899989	-0.8952550535570427
2008-03-24 00:00:00	-0.8784256332100445	-0.8963796129076673	-0.861186230376371
2008-03-25 00:00:00	-0.8419340425132125	-0.8588063432140711	-0.8253212173193331
2008-03-26 00:00:00	-0.7626038118591295	-0.7791773197703744	-0.744974167093066
2008-03-27 00:00:00	-0.6842307857616032	-0.6999416503789214	-0.6660356109991876
2008-03-28 00:00:00	-0.6052128402907591	-0.6213210013592502	-0.5878665902299227
2008-03-29 00:00:00	-0.5252456552668501	-0.5428085481389009	-0.5090760735263434
2008-03-30 00:00:00	-0.44619404884630365	-0.46362949953162	-0.4291191837420595
2008-03-31 00:00:00	-0.36788875177467845	-0.3856907568408234	-0.3494716735916539
2008-04-01 00:00:00	-0.26679501721859633	-0.2860558360629108	-0.2490943105945742
2008-04-02 00:00:00	-0.16660764613860793	-0.18397289246111964	-0.14959384298733813
2008-04-03 00:00:00	-0.06737747961517442	-0.08563758142126857	-0.04900043321789606
2008-04-04 00:00:00	0.03249760628157556	0.015086444084684599	0.05020403890810436
2008-04-05 00:00:00	0.1333219317313891	0.11647616203396108	0.15067958734001086
2008-04-06 00:00:00	0.23323067857784288	0.2150250072983892	0.2505003392864039
2008-04-07 00:00:00	0.323553289426348	0.3055011049608156	0.34152923482326003
2008-04-08 00:00:00	0.41580719733340155	0.3988657455390158	0.4332922066272374
2008-04-09 00:00:00	0.5071547417643675	0.48909587459729853	0.5249256069679439
2008-04-10 00:00:00	0.5975450816387727	0.5797998885934895	0.6147393789215773
2008-04-11 00:00:00	0.6885803408864942	0.6698232841910312	0.7057992211356241
2008-04-12 00:00:00	0.7405359615656198	0.7231417512265059	0.7573844748973115
2008-04-13 00:00:00	0.7915760036413819	0.7752036143182488	0.8089925934682481
2008-04-14 00:00:00	0.8418697363682237	0.8240858922905581	0.8598888933748761
2008-04-15 00:00:00	0.8940947661536163	0.8770610869185447	0.9122033671259636
2008-04-16 00:00:00	0.9454134324629164	0.9277191170248211	0.9626305043761112
2008-04-17 00:00:00	0.9957748942156595	0.9778363307792868	1.0119999957197663
2008-04-18 00:00:00	0.9938179099316807	0.9750911671667633	1.0104821787386982
2008-04-19 00:00:00	0.9928101652007665	0.9752879984804602	1.0109379421652644
2008-04-20 00:00:00	0.9908868418664908	0.9738604315538275	1.008721115564066
2008-04-21 00:00:00	0.988217209183293	0.9700952689173574	1.0061403137596903
2008-04-22 00:00:00	0.9874788735586488	0.9692502535715266	1.00534942305853
2008-04-23 00:00:00	0.9351218244175662	0.9175873764014393	0.9527284250419006
2008-04-24 00:00:00	0.8818075707199289	0.8637526527574323	0.8995137052736288
2008-04-25 00:00:00	0.8291382363956044	0.8120670848255346	0.8469452843549863
2008-04-26 00:00:00	0.7774181416243481	0.7598161131998405	0.7965443374123563
2008-04-27 00:00:00	0.7247824682497305	0.7092518542938732	0.7427053868968908
2008-04-28 00:00:00	0.6714004855261885	0.6523725566986762	0.6881139430287827
2008-04-28 01:00:00	0.6692214634939124	0.6514231480229602	0.6858922016385205
2008-04-28 02:00:00	0.6670473700669453	0.6495282712981237	0.6841852416411421
2008-04-28 03:00:00	0.6648781085344176	0.647975681905902	0.6813890305426432
2008-04-28 04:00:00	0.6627135431294107	0.6440885074893545	0.6810544482966467
2008-04-28 05:00:00	0.6605535003905136	0.6421223890284401	0.6773543762131693
2008-04-28 06:00:00	0.6583977708742229	0.6414858173610978	0.6753410960831197
2008-04-28 07:00:00	0.656246111198946	0.6376416114021907	0.6733745546205888
2008-04-28 08:00:00	0.6540982463979985	0.6347256809192549	0.672700727533525
2008-04-28 09:00:00	0.6519538725556573	0.6333265883545451	0.6697622046813819
2008-04-28 10:00:00	0.6498126596975495	0.6325130381990057	0.6664576826968471
2008-04-28 11:00:00	0.6476742549039103	0.629227492560047	0.6652939960273389
2008-04-28 12:00:00	0.6455382856122195	0.6279276512167647	0.664448711231319
2008-04-28 13:00:00	0.6434043630737395	0.6257771847629375	0.6613125088429253
2008-04-28 14:00:00	0.6412720859271833	0.6233213277975884	0.6597772665178782
2008-04-28 15:00:00	0.6391410438517113	0.6204585947036171	0.658011767330333
2008-04-28 16:00:00	0.6370108212609157	0.6193823311082085	0.6550510918090764
2008-04-28 17:00:00	0.6348810009993456	0.6163755791432854	0.6523472631388879
2008-04-28 18:00:00	0.6327511680034759	0.6143178887206626	0.6530464627839724
2008-04-28 19:00:00	0.6306209128897564	0.6106165575674378	0.649296645070148
2008-04-28 20:00:00	0.6284898354335988	0.6094933067084063	0.6469753987125197
2008-04-28 21:00:00	0.6263575479046948	0.6058824315220377	0.6449797810407747
2008-04-28 22:00:00	0.6242236782261515	0.6042941478354318	0.6454760639677737
2008-04-28 23:00:00	0.6220878729270961	0.6031884382173631	0.6416555689551937
2008-04-29 00:00:00	0.6199497998612009	0.5995207894219353	0.6399861975885944
2008-04-29 01:00:00	0.6178091506664853	0.5979074647166761	0.6373327883080638
2008-04-29 02:00:00	0.6156656429449554	0.5931772705560115	0.6357668571685929
2008-04-29 03:00:00	0.6135190221440262	0.592218085480839	0.6345819597555359
2008-04-29 04:00:00	0.6113690631254463	0.5877190907038957	0.6336070329812031
2008-04-29 05:00:00	0.6092155714109102	0.586646840611012	0.6313425780529278
2008-04-29 06:00:00	0.607058384097602	0.583261268323366	0.6293800227970395
2008-04-29 07:00:00	0.6048973704406249	0.5823536996229136	0.6269956889658049
2008-04-29 08:00:00	0.6027324321031652	0.578518102118317	0.6259983845752767
2008-04-29 09:00:00	0.6005635030789956	0.5758075323656024	0.6219948844127274
2008-04-29 10:00:00	0.5983905492956683	0.5730092031687982	0.6210526186999196
2008-04-29 11:00:00	0.5962135679101882	0.5695352045009141	0.6209558538578382
2008-04-29 12:00:00	0.5940325863124271	0.5663364974329216	0.6165979859156185
2008-04-29 13:00:00	0.5918476608545411	0.5653502759180535	0.6164947465136899
2008-04-29 14:00:00	0.5896588753276426	0.5598163574056314	0.6132557758205023
2008-04-29 15:00:00	0.5874663392094078	0.5564725053920889	0.6152415551881405
2008-04-29 16:00:00	0.5852701857086978	0.5528756616760797	0.6131895429600683
2008-04-29 17:00:00	0.5830705696349989	0.5519725252525705	0.6121063019277919
2008-04-29 18:00:00	0.5808676651221675	0.5501723185975905	0.6076959227297399
2008-04-29 19:00:00	0.5786616632369752	0.5432717255874367	0.6085288159179548
2008-04-29 20:00:00	0.5764527695037858	0.5420615560097305	0.6061419459514746
2008-04-29 21:00:00	0.5742412013769904	0.5378416372350316	0.6083514176178518
2008-04-29 22:00:00	0.5720271856927803	0.5347092798232572	0.6071199904893678
2008-04-29 23:00:00	0.569810956131392	0.5313331230310997	0.6040838996497944
2008-04-30 00:00:00	0.5675927507201177	0.5270627189824421	0.6063086003898632
2008-04-30 01:00:00	0.5653728094061381	0.5216553574136875	0.6030576942686628
2008-04-30 02:00:00	0.5631513717267171	0.5183611662565087	0.6042434129377617
2008-04-30 03:00:00	0.5609286746023564	0.518278000891915	0.6063324774454454
2008-04-30 04:00:00	0.558704950276334	0.5121792231096849	0.6048903626388915
2008-04-30 05:00:00	0.5564804244215881	0.5077705475500986	0.6023310047595213
2008-04-30 06:00:00	0.5542553144332044	0.5062251696577874	0.6051705360752184
2008-04-30 07:00:00	0.5520298279218281	0.5035580431516228	0.6070137685672028
2008-04-30 08:00:00	0.5498041614203334	0.49763934440579183	0.6048928378063158
2008-04-30 09:00:00	0.5475784993128325	0.4946603178097398	0.6016170280504833
2008-04-30 10:00:00	0.5453530129918964	0.48977576385161864	0.6061672957734353
2008-04-30 11:00:00	0.543127860246534	0.48723259849254597	0.601043300539437
2008-04-30 12:00:00	0.5409031848803191	0.47917923898389436	0.6035224226918569
2008-04-30 13:00:00	0.5386791165556072	0.4746196994517141	0.604315966335972
2008-04-30 14:00:00	0.5364557708569593	0.47787449446276775	0.59921240256609
2008-04-30 15:00:00	0.5342332495636483	0.4684847883757345	0.5991376204763275
2008-04-30 16:00:00	0.53201164111849	0.4660299791910438	0.6007909539082299
2008-04-30 17:00:00	0.5297910212775527	0.4595360413111778	0.5979161935643493
2008-04-30 18:00:00	0.5275714539230428	0.4561194763604192	0.6019864737178559
2008-04-30 19:00:00	0.5253529920194744	0.45280899132178665	0.6016576735726094
2008-04-30 20:00:00	0.5231356786916118	0.4466570950798906	0.6021044160684774
2008-04-30 21:00:00	0.5209195484011128	0.44230264232295674	0.6030961285891855
2008-04-30 22:00:00	0.518704628197756	0.4389746950801259	0.6033467923321304
2008-04-30 23:00:00	0.5164909390204092	0.4366093866411945	0.6024291458844049
2008-05-01 00:00:00	0.5142784970224803	0.4345405138770182	0.5986177003982132
2008-05-01 01:00:00	0.5120673148965558	0.42913343632778655	0.6030020817087596
2008-05-01 02:00:00	0.5098574031733949	0.42185482499535165	0.6022019242235942
2008-05-01 03:00:00	0.5076487714710186	0.4203955246948176	0.604776888673521
2008-05-01 04:00:00	0.5054414296707798	0.4210771911729668	0.5960079374729544
2008-05-01 05:00:00	0.5032353889986798	0.4185177835036899	0.6010422065212532
2008-05-01 06:00:00	0.5010306629918801	0.4082401409903445	0.6031808874560506
2008-05-01 07:00:00	0.49882726833234375	0.4036914483384392	0.6003425393038856
2008-05-01 08:00:00	0.49662522553184235	0.40213840934610623	0.5990414453048578
2008-05-01 09:00:00	0.49442455945494507	0.3927472690844768	0.5954313334651629
2008-05-01 10:00:00	0.4922252996694327	0.3909274231674884	0.5999923335451975
2008-05-01 11:00:00	0.49002748061619233	0.3896270455172348	0.6029027701260652
2008-05-01 12:00:00	0.48783114159384006	0.37996643353090653	0.6035829808368394
2008-05-01 13:00:00	0.4856363265561073	0.38172492998643276	0.6010775310967786
2008-05-01 14:00:00	0.4834430837232743	0.3724237296927465	0.6007488775252245
2008-05-01 15:00:00	0.4812514650118396	0.37811938358872055	0.6059274231871032
2008-05-01 16:00:00	0.4790615252897089	0.3693053240863648	0.6045770633450822
2008-05-01 17:00:00	0.4768733214670273	0.3678481467098169	0.6003921589887337
2008-05-01 18:00:00	0.47468691143560393	0.3620066766315508	0.6051355857982563
2008-05-01 19:00:00	0.4725023528724293	0.34444061557298405	0.6047006044725495
2008-05-01 20:00:00	0.4703197019252384	0.35053778963250615	0.6023064407695063
2008-05-01 21:00:00	0.4681390118001441	0.34482557980522666	0.606962789450314
2008-05-01 22:00:00	0.4659603312733611	0.3361551607503345	0.6073540938428595
2008-05-01 23:00:00	0.4637837031504815	0.3333743907484492	0.6048602917244787
2008-05-02 00:00:00	0.4616091626981566	0.3366329774552226	0.6061082953951192
2008-05-02 01:00:00	0.459436736073835	0.3305484366074098	0.6085758554141051
2008-05-02 02:00:00	0.4572664387798578	0.3302207492004988	0.6059472830154058
2008-05-02 03:00:00	0.45509827416833715	0.3127128114936593	0.6122708017369964
2008-05-02 04:00:00	0.45293223202311456	0.3100986786595049	0.6091480285036492
2008-05-02 05:00:00	0.4507682872444867	0.311534547811663	0.604955622257952
2008-05-02 06:00:00	0.44860639866151275	0.3030302089471874	0.6093557619347022
2008-05-02 07:00:00	0.4464465079954117	0.30471271730818134	0.6050580479961896
2008-05-02 08:00:00	0.44428853899594595	0.2956605595756711	0.6128741765743491
2008-05-02 09:00:00	0.44213239677070376	0.29530101910639667	0.6143636973994586
2008-05-02 10:00:00	0.4399779673250368	0.2823185641423692	0.6095027996934355
2008-05-02 11:00:00	0.4378251173277377	0.2909430421072531	0.6121703046730469
2008-05-02 12:00:00	0.435673694114899	0.2804230391659173	0.6146822213500054
2008-05-02 13:00:00	0.4335235259413937	0.2728661553137044	0.6124157282560743
2008-05-02 14:00:00	0.4313744224861812	0.26171613497405066	0.6091628609669576
2008-05-02 15:00:00	0.4292261756144985	0.2722869375971453	0.6130853836878474
2008-05-02 16:00:00	0.42707856039650455	0.26010654646928455	0.6105924402631413
2008-05-02 17:00:00	0.42493133637860886	0.2570849417539306	0.6127270897504682
2008-05-02 18:00:00	0.42278424910025403	0.2523228374223039	0.6207490234440642
2008-05-02 19:00:00	0.4206370318455475	0.2518895479684252	0.6096927659652829
2008-05-02 20:00:00	0.4184894076158581	0.23978295146240397	0.6152124095071997
2008-05-02 21:00:00	0.41634109130634417	0.24440492442043418	0.6146507389911197
2008-05-02 22:00:00	0.41419179206631224	0.23517582858769034	0.6161827894901017
2008-05-02 23:00:00	0.4120412158206517	0.2188898623963696	0.6104274560836133
2008-05-03 00:00:00	0.4098890679268988	0.22337969320477355	0.6245455662600806
